poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/8/24,10/11/24,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/8/24,10/11/24,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212457,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212457,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212458,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212458,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212458,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,2
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212458,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,1
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212459,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212459,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212460,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212460,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212460,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,1
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212460,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,0
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212461,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212461,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212462,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212462,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212462,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,1
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212462,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,0
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212463,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212463,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,2
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,1
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,10/2/24,10/10/24,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,10/2/24,10/10/24,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51
